Taxonomy	D4M31	D4M32	D4M33	D4M34	D4M35	D4M36	D4M37	D4M38	D4M39	D4M40	D5M31	D5M32	D5M33	D5M34	D5M35	D5M37	D5M38	D5M39	D5M40	D6M31	D6M32	D6M33	D6M34	D6M35	D6M36	D6M37	D6M38	D6M39	D6M40	D9M31	D9M32	D9M33	D9M34	D9M35	D9M36	D9M37	D9M38	D9M39	D9M40	D12M31	D12M32	D12M33	D12M34	D12M35	D12M36	D12M37	D12M38	D12M39	D12M40	Tax_detail
Sphingomonadaceae	0.0	0.0	4.00016000640026e-05	0.09364374574983	0.000520020800832	0.00080003200128	4.00016000640026e-05	0.0025201008040321	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;
Oscillospiraceae	0.0133205328213129	0.0100804032161286	0.0068402736109444	0.0303212128485139	0.0408016320652826	0.0020800832033281	0.016080643225729	0.0120404816192648	0.001240049601984	0.0037201488059522	0.0292811712468499	0.0048001920076803	0.0129605184207368	0.0256810272410896	0.0076003040121604	0.0082403296131845	0.0052802112084483	0.0045201808072322	0.0362414496579863	0.0086803472138885	0.03068122724909	0.0244809792391696	0.0168406736269451	0.0798431937277491	0.0079203168126725	0.0188407536301452	0.0094803792151686	0.0094403776151046	0.0112004480179207	0.0072402896115844	0.0141605664226569	0.0204808192327693	0.0127605104204168	0.0054802192087683	0.0081203248129925	0.0324412976519061	0.0223208928357134	0.0104804192167687	0.015160606424257	0.0134805392215689	0.0117204688187528	0.0231609264370575	0.0119604784191368	0.0132405296211848	0.0033601344053762	0.0102404096163847	0.0098803952158086	0.0048801952078083	0.0131605264210568	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;
Ruminococcaceae	0.0387215488619545	0.0197207888315533	0.0172406896275851	0.0063602544101764	0.0142805712228489	0.0120004800192008	0.0060002400096003	0.0133605344213769	0.0107204288171527	0.0058002320092803	0.0175607024280971	0.0108404336173447	0.0068002720108804	0.0276411056442258	0.0245609824392976	0.0131205248209928	0.0126005040201608	0.0108404336173447	0.0168006720268811	0.0071202848113924	0.0120404816192648	0.0129605184207368	0.0142005680227209	0.0165206608264331	0.0120804832193288	0.0091203648145925	0.0077203088123524	0.0092803712148485	0.0144805792231689	0.0056002240089603	0.0136805472218889	0.0054002160086403	0.0046401856074243	0.0063202528101124	0.0040801632065282	0.0070002800112004	0.0103204128165127	0.0084003360134405	0.015640625625025	0.0048401936077443	0.0081603264130565	0.0044401776071042	0.0094403776151046	0.0079203168126725	0.0035201408056322	0.0032001280051202	0.0050002000080003	0.0054402176087043	0.0040801632065282	k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__Oscillospirales;f__Ruminococcaceae;
Oscillospiraceae_2	0.0177207088283531	0.0052402096083843	0.000280011200448	0.0035201408056322	0.00120004800192	0.0119204768190728	0.000240009600384	0.0029201168046721	0.000160006400256	0.0	0.0112004480179207	0.0039601584063362	0.001280051202048	0.0015600624024961	0.0034801392055682	0.0092403696147845	0.031761270450818	0.0282811312452498	0.0558422336893476	0.0133605344213769	0.0035601424056962	0.0032401296051842	0.0030401216048641	0.0057202288091523	0.0030401216048641	0.0022000880035201	0.0016800672026881	0.0076403056122244	0.0028401136045441	0.031361254450178	0.0115604624184967	0.0346013840553622	0.015880635225409	0.0054002160086403	0.0019200768030721	0.0029601184047361	0.0048001920076803	0.0034401376055042	0.0020000800032001	0.0194807792311692	0.0081203248129925	0.0368814752590104	0.0166406656266251	0.0138405536221449	0.000760030401216	0.001440057602304	0.0019200768030721	0.0020400816032641	0.00120004800192	k__Bacteria;p__unidentified_Bacteria;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;
Enterobacteriaceae	0.0113604544181767	0.0239209568382735	0.0079203168126725	0.016080643225729	0.0304412176487059	0.0146405856234249	0.0100804032161286	0.0178007120284811	0.0178407136285451	0.0030001200048001	0.0191607664306572	0.0212008480339214	0.0101604064162567	0.0214808592343694	0.015120604824193	0.0357614304572183	0.0259610384415377	0.0241609664386575	0.0098403936157446	0.0040801632065282	0.0074002960118404	0.014920596823873	0.0048001920076803	0.0064402576103044	0.0234409376375055	0.0299211968478739	0.0124004960198408	0.0121604864194568	0.0110404416176647	0.0018000720028801	0.0070402816112644	0.0017600704028161	0.0017600704028161	0.0028001120044801	0.0041601664066562	0.0019600784031361	0.0040001600064002	0.0028001120044801	0.0021200848033921	0.0026401056042241	0.0093603744149766	0.0029601184047361	0.0027201088043521	0.000680027201088	0.000960038401536	0.0015600624024961	0.0096403856154246	0.001440057602304	0.0010000400016	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;
Ruminococcaceae_2	0.0019200768030721	0.0022000880035201	0.0039201568062722	0.00060002400096	0.0412816512660506	0.000120004800192	0.0	0.001160046401856	0.000160006400256	0.0036401456058242	0.0054802192087683	0.00040001600064	0.000360014400576	0.0021600864034561	0.00080003200128	0.0021200848033921	0.001480059202368	0.0017600704028161	0.000640025601024	0.0015600624024961	0.0026001040041601	0.0019200768030721	0.0028801152046081	0.0058402336093443	0.000480019200768	0.001320052802112	0.00080003200128	0.0020000800032001	0.0035601424056962	0.0019600784031361	0.0023200928037121	0.0029601184047361	0.001440057602304	0.0017600704028161	0.001360054402176	0.0020400816032641	0.0031201248049922	0.0017600704028161	0.0024000960038401	0.001120044801792	0.001360054402176	0.0010000400016	0.001440057602304	0.000480019200768	0.0018800752030081	0.000840033601344	0.0016800672026881	0.0034801392055682	0.00120004800192	k__Bacteria;p__unidentified_Bacteria;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;
Acholeplasmataceae	0.0070002800112004	0.0075603024120964	0.0036001440057602	0.0057202288091523	0.0238009520380815	0.0046801872074883	0.0093603744149766	0.001280051202048	0.000160006400256	0.0	0.000720028801152	0.000360014400576	0.00040001600064	0.0101204048161926	0.000360014400576	0.0079203168126725	0.0079603184127365	0.0070402816112644	0.0214408576343054	0.001360054402176	0.0017200688027521	0.0053602144085763	0.0028801152046081	0.0034801392055682	0.00080003200128	0.0051602064082563	0.0017600704028161	0.001160046401856	0.001080043201728	0.0028801152046081	0.0032001280051202	0.0234409376375055	0.0026801072042881	0.0050802032081283	0.0016400656026241	0.0410016400656026	0.015320612824513	0.0022800912036481	0.0127205088203528	0.0030401216048641	0.000960038401536	0.0124404976199048	0.0040801632065282	0.0032001280051202	0.000240009600384	0.000880035201408	0.00060002400096	4.00016000640026e-05	0.000240009600384	k__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;
Vibrionaceae	0.0	0.0	0.0	0.0383215328613144	4.00016000640026e-05	0.0	4.00016000640026e-05	0.000240009600384	0.0	0.0	0.0	0.0	0.000160006400256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;
Clostridiaceae	0.0	0.0	0.0	0.0352814112564503	0.000280011200448	0.00020000800032	8.00032001280051e-05	0.000480019200768	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;
Ruminococcaceae_3	0.0097203888155526	0.0069602784111364	0.0058002320092803	0.0081203248129925	0.0029601184047361	0.0019200768030721	0.0025601024040961	0.0040401616064642	0.0017600704028161	0.000640025601024	0.0052002080083203	0.001080043201728	0.0021600864034561	0.0080803232129285	0.0070802832113284	0.0016400656026241	0.0042001680067202	0.0033201328053122	0.0045201808072322	0.001240049601984	0.0021200848033921	0.0021600864034561	0.0018000720028801	0.0020000800032001	0.0010000400016	0.0017200688027521	0.0015200608024321	0.0025201008040321	0.0025601024040961	0.0016000640025601	0.0036001440057602	0.0018800752030081	0.0025201008040321	0.00080003200128	0.0018000720028801	0.0021200848033921	0.0033601344053762	0.0017200688027521	0.0033201328053122	0.001280051202048	0.0024000960038401	0.001320052802112	0.0028001120044801	0.000840033601344	0.000440017600704	0.000960038401536	0.000680027201088	0.0010000400016	0.000520020800832	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;
Pseudomonadaceae	0.0	0.0	0.0	0.0083603344133765	0.000120004800192	0.0	0.0	0.000480019200768	0.000240009600384	0.0	0.0	0.0	8.00032001280051e-05	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0029601184047361	0.0020000800032001	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0034801392055682	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;
Leptolyngbyaceae	0.0	0.0	0.0	0.0202808112324493	0.0030801232049282	0.0	0.0	0.000360014400576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__unidentified_Bacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;
[Eubacterium]_coprostanoligenes_group	0.0084803392135685	0.0069602784111364	0.0065202608104324	0.0172406896275851	0.0059602384095363	0.000240009600384	0.000160006400256	0.000480019200768	0.000160006400256	0.0	0.00060002400096	0.00020000800032	0.00040001600064	0.000320012800512	0.000560022400896	0.0020800832033281	0.0027601104044161	0.0019200768030721	0.0029601184047361	0.0018000720028801	0.0036001440057602	0.0018800752030081	0.0024800992039681	0.0024400976039041	0.00080003200128	0.0018800752030081	0.000880035201408	0.0021600864034561	0.001480059202368	0.0033201328053122	0.0038401536061442	0.0015200608024321	0.0025601024040961	0.0033201328053122	0.001120044801792	0.000880035201408	0.0024800992039681	0.000880035201408	0.001360054402176	0.001080043201728	0.0020800832033281	0.0020000800032001	0.0024000960038401	0.001120044801792	0.000360014400576	0.000360014400576	0.000120004800192	0.000120004800192	0.000160006400256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;
Leptolyngbyaceae_2	0.0	0.0	0.0	0.0137605504220169	0.000120004800192	0.0	0.0	0.000840033601344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;
Methanobacteriaceae	0.0	0.0	0.0	0.0120004800192008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;
Comamonadaceae	0.0	0.0	0.0	0.0115604624184967	0.0015600624024961	0.001120044801792	4.00016000640026e-05	0.0027201088043521	0.001320052802112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;
Microscillaceae	0.0	0.0	0.0	0.0111204448177927	0.000160006400256	0.0	0.0	0.000480019200768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;
Mitochondria	0.0	0.0	0.0	0.0096003840153606	8.00032001280051e-05	4.00016000640026e-05	0.0	0.000160006400256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;
Eggerthellaceae	0.0022800912036481	0.0037201488059522	0.0049601984079363	0.000840033601344	0.0050802032081283	4.00016000640026e-05	0.000160006400256	0.000360014400576	0.001080043201728	4.00016000640026e-05	0.000560022400896	0.0016400656026241	0.000480019200768	0.000560022400896	0.001040041601664	0.000960038401536	0.0020400816032641	0.001480059202368	0.000920036801472	0.000840033601344	0.001280051202048	0.001120044801792	0.0016800672026881	0.0020800832033281	0.000360014400576	0.000720028801152	0.00060002400096	0.000880035201408	0.000840033601344	0.0015600624024961	0.0028801152046081	0.0019200768030721	0.0029201168046721	0.0024400976039041	0.0068002720108804	0.0036001440057602	0.0059602384095363	0.0059602384095363	0.0045201808072322	0.0021200848033921	0.0022800912036481	0.0022400896035841	0.0022800912036481	0.0017600704028161	0.0032001280051202	0.0048001920076803	0.0091603664146565	0.0038001520060802	0.0027601104044161	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;
Saccharimonadaceae	0.0	0.0	0.0	0.0023200928037121	0.0	0.0	4.00016000640026e-05	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	0.0	8.00032001280051e-05	0.0	0.0	0.0080403216128645	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.00020000800032	0.000240009600384	4.00016000640026e-05	0.00040001600064	0.000720028801152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.0	8.00032001280051e-05	k__Bacteria;p__unidentified_Bacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;
Pseudoalteromonadaceae	0.0	0.0	4.00016000640026e-05	0.0078003120124805	0.0	0.0	0.0	8.00032001280051e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pseudoalteromonadaceae;
Erysipelatoclostridiaceae	0.000560022400896	0.000320012800512	0.0	0.000720028801152	0.000280011200448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.00032001280051e-05	0.000360014400576	0.000160006400256	0.000160006400256	0.000120004800192	8.00032001280051e-05	0.000120004800192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00016000640026e-05	8.00032001280051e-05	8.00032001280051e-05	0.000160006400256	8.00032001280051e-05	4.00016000640026e-05	8.00032001280051e-05	4.00016000640026e-05	0.000360014400576	0.000120004800192	0.0	0.0	8.00032001280051e-05	0.000560022400896	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;
Erysipelotrichaceae_2	0.0	0.0	4.00016000640026e-05	0.000920036801472	0.000160006400256	0.0048001920076803	0.0060802432097283	0.0029201168046721	0.001120044801792	0.001120044801792	0.0	8.00032001280051e-05	0.000120004800192	4.00016000640026e-05	0.00020000800032	4.00016000640026e-05	4.00016000640026e-05	4.00016000640026e-05	0.0	0.000320012800512	0.000240009600384	0.000440017600704	0.000360014400576	0.00020000800032	0.000840033601344	0.0025601024040961	0.0025201008040321	0.001240049601984	0.0043201728069122	0.000320012800512	0.000640025601024	0.000640025601024	0.000520020800832	0.0016800672026881	0.000160006400256	0.0023600944037761	0.0024800992039681	0.000560022400896	0.0016800672026881	0.000560022400896	0.000680027201088	0.001160046401856	0.000360014400576	0.000680027201088	0.0	0.000160006400256	0.000760030401216	0.000160006400256	0.000560022400896	k__Bacteria;p__unidentified_Bacteria;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;
